Date,Open,High,Low,Close,Adj Close,Volume
2020-06-04,20.695000,20.695000,20.299999,20.490000,20.490000,63570
2020-06-05,20.549999,20.795000,20.400000,20.510000,20.510000,33180
2020-06-08,20.700001,22.504999,20.700001,22.400000,22.400000,152230
2020-06-09,25.100000,27.500000,25.100000,25.900000,25.900000,746380
2020-06-10,26.500000,26.500000,25.500000,25.900000,25.900000,247190
2020-06-11,25.900000,25.900000,24.110001,24.700001,24.700001,212090
2020-06-12,24.600000,25.000000,22.700001,23.900000,23.900000,190820
2020-06-15,23.900000,24.100000,23.400000,24.000000,24.000000,135130
2020-06-16,24.000000,25.700001,24.000000,24.000000,24.000000,198860
2020-06-17,25.000000,25.000000,24.200001,24.504999,24.504999,61420
2020-06-18,25.000000,25.000000,24.000000,24.295000,24.295000,103040
2020-06-19,24.500000,25.000000,24.049999,24.100000,24.100000,452750
2020-06-22,24.495001,24.600000,24.100000,24.379999,24.379999,140410
2020-06-23,25.000000,25.000000,24.500000,24.500000,24.500000,121270
2020-06-24,24.500000,24.500000,22.000000,22.000000,22.000000,361690
2020-06-25,22.000000,23.590000,22.000000,23.000000,23.000000,77450
2020-06-26,23.500000,23.895000,22.305000,22.900000,22.900000,125060
2020-06-29,23.000000,23.500000,22.100000,23.490000,23.490000,70480
2020-06-30,23.299999,23.500000,22.799999,23.000000,23.000000,78890
2020-07-01,23.495001,23.500000,23.200001,23.400000,23.400000,40480
2020-07-02,23.500000,24.500000,23.500000,24.000000,24.000000,99930
2020-07-03,23.900000,24.000000,23.400000,23.600000,23.600000,86570
2020-07-06,24.639999,24.639999,23.650000,24.000000,24.000000,104440
2020-07-07,25.000000,25.000000,23.299999,23.995001,23.995001,85643
2020-07-08,24.000000,24.000000,23.105000,23.500000,23.500000,142620
2020-07-09,23.799999,24.000000,23.299999,23.299999,23.299999,108685
2020-07-10,22.200001,23.000000,22.200001,22.780001,22.780001,37384
2020-07-13,23.950001,23.950001,22.400000,22.500000,22.500000,72772
2020-07-14,22.299999,22.850000,21.000000,22.750000,22.750000,92292
2020-07-15,22.799999,22.799999,21.500000,21.900000,21.900000,91213
2020-07-16,21.700001,24.500000,20.049999,23.000000,23.000000,238165
2020-07-17,24.600000,25.000000,23.700001,24.500000,24.500000,467351
2020-07-20,24.500000,24.900000,23.400000,23.750000,23.750000,294815
2020-07-21,24.000000,24.000000,23.250000,23.500000,23.500000,53190
2020-07-22,23.500000,23.950001,23.400000,23.500000,23.500000,192894
2020-07-23,23.500000,23.500000,23.049999,23.299999,23.299999,55239
2020-07-24,23.299999,23.450001,22.900000,22.900000,22.900000,44866
2020-07-27,23.000000,23.700001,22.900000,23.500000,23.500000,119750
2020-07-28,23.500000,23.500000,23.200001,23.400000,23.400000,78059
2020-07-29,23.299999,23.500000,22.700001,23.100000,23.100000,201578
2020-07-30,23.000000,23.100000,22.100000,22.100000,22.100000,37773
2020-07-31,22.000000,22.950001,22.000000,22.500000,22.500000,62632
2020-08-03,22.500000,23.000000,22.049999,22.250000,22.250000,45610
2020-08-04,22.250000,23.299999,22.250000,22.900000,22.900000,142505
2020-08-05,24.000000,27.500000,23.900000,27.500000,27.500000,2257909
2020-08-06,28.000000,28.850000,26.150000,26.500000,26.500000,1877388
2020-08-07,26.799999,26.850000,24.799999,25.250000,25.250000,591189
2020-08-10,25.750000,27.799999,25.750000,26.500000,26.500000,381427
2020-08-11,27.200001,28.150000,27.200001,27.500000,27.500000,716059
2020-08-12,28.000000,30.200001,27.700001,28.700001,28.700001,886929
2020-08-13,29.900000,30.000000,28.850000,29.000000,29.000000,321710
2020-08-14,29.500000,31.450001,29.100000,31.250000,31.250000,714017
2020-08-17,32.000000,34.400002,32.000000,33.000000,33.000000,758946
2020-08-18,34.200001,35.099998,34.200001,34.599998,34.599998,1230736
2020-08-19,35.500000,36.250000,35.349998,35.500000,35.500000,811574
2020-08-20,35.799999,37.900002,35.599998,36.500000,36.500000,1078755
2020-08-21,37.049999,37.950001,35.000000,35.950001,35.950001,862182
2020-08-24,37.000000,37.299999,33.099998,34.500000,34.500000,898207
2020-08-25,33.799999,34.000000,31.350000,32.299999,32.299999,1124008
2020-08-26,32.299999,34.900002,30.100000,33.900002,33.900002,872769
2020-08-27,35.049999,38.849998,34.049999,37.700001,37.700001,1086280
2020-08-28,38.650002,40.500000,37.799999,39.900002,39.900002,1085856
2020-08-31,40.900002,43.799999,39.650002,40.799999,40.799999,1383795
2020-09-01,43.000000,44.000000,42.000000,43.849998,43.849998,960893
2020-09-02,45.299999,47.900002,45.299999,47.299999,47.299999,1592559
2020-09-03,48.400002,48.700001,43.000000,43.849998,43.849998,1638206
2020-09-04,42.349998,48.200001,40.500000,47.299999,47.299999,2214221
2020-09-07,49.500000,55.400002,49.299999,55.000000,55.000000,2448405
2020-09-08,60.000000,65.000000,58.299999,60.000000,60.000000,3956620
2020-09-09,72.000000,75.000000,67.000000,72.900002,72.900002,5393869
2020-09-10,84.000000,87.300003,73.000000,73.000000,73.000000,6139308
2020-09-11,72.000000,72.900002,59.599998,65.000000,65.000000,9696225
2020-09-14,66.500000,68.500000,57.799999,60.299999,60.299999,4931288
2020-09-15,60.500000,63.700001,55.900002,57.400002,57.400002,4129720
2020-09-16,60.000000,67.500000,58.200001,65.599998,65.599998,4970211
2020-09-17,68.000000,71.500000,66.000000,66.599998,66.599998,3367303
2020-09-18,72.000000,73.400002,69.199997,71.699997,71.699997,4047928
2020-09-21,73.599998,73.599998,66.000000,66.400002,66.400002,2461131
2020-09-22,67.800003,70.000000,66.400002,68.300003,68.300003,2340253
2020-09-23,69.900002,71.000000,66.000000,66.000000,66.000000,2922842
2020-09-24,65.900002,67.000000,63.500000,63.700001,63.700001,1271307
2020-09-25,65.000000,65.500000,60.000000,61.500000,61.500000,1002963
2020-09-28,62.799999,63.700001,60.000000,61.000000,61.000000,1123745
2020-09-29,61.099998,61.400002,56.599998,57.200001,57.200001,1217808
2020-09-30,56.299999,63.700001,54.000000,63.000000,63.000000,2176675
2020-10-01,63.799999,63.799999,59.500000,60.599998,60.599998,615484
2020-10-02,59.500000,59.500000,56.099998,58.299999,58.299999,742529
2020-10-05,59.000000,59.900002,57.000000,58.299999,58.299999,484072
2020-10-06,58.500000,58.500000,57.099998,57.500000,57.500000,438554
2020-10-07,57.500000,57.500000,54.900002,57.000000,57.000000,1285169
2020-10-08,57.000000,60.700001,55.000000,59.500000,59.500000,1224131
2020-10-09,59.500000,62.900002,56.799999,61.599998,61.599998,1413131
2020-10-12,62.900002,66.900002,62.000000,64.900002,64.900002,1798000
2020-10-13,66.900002,66.900002,57.700001,59.799999,59.799999,1943826
2020-10-14,59.500000,61.700001,57.200001,58.000000,58.000000,775333
2020-10-15,57.000000,57.500000,54.099998,54.299999,54.299999,1061279
2020-10-16,55.000000,55.900002,54.299999,55.000000,55.000000,384908
2020-10-19,55.799999,55.799999,47.549999,52.000000,52.000000,1241799
2020-10-20,52.400002,53.000000,46.049999,46.049999,46.049999,1910435
2020-10-21,46.500000,47.000000,42.250000,46.000000,46.000000,3476581
2020-10-22,46.049999,51.400002,44.049999,49.000000,49.000000,2740096
2020-10-23,49.950001,50.799999,45.000000,45.900002,45.900002,2034137
2020-10-26,45.500000,45.650002,40.099998,40.250000,40.250000,1631571
2020-10-27,40.900002,41.299999,37.500000,37.599998,37.599998,2189809
2020-10-28,36.650002,39.849998,35.799999,39.200001,39.200001,1885959
2020-10-29,40.299999,42.400002,38.700001,42.349998,42.349998,2404310
2020-10-30,41.500000,45.500000,41.000000,44.599998,44.599998,1862686
2020-11-02,46.349998,47.349998,45.000000,47.000000,47.000000,894979
2020-11-03,47.799999,49.900002,47.000000,48.000000,48.000000,833652
2020-11-04,47.000000,48.950001,46.000000,46.650002,46.650002,462337
2020-11-05,47.950001,52.000000,46.750000,52.000000,52.000000,872161
2020-11-06,51.900002,53.799999,50.599998,50.599998,50.599998,1139379
2020-11-09,52.900002,53.400002,51.400002,52.099998,52.099998,677787
2020-11-10,52.000000,53.200001,49.000000,51.500000,51.500000,702920
2020-11-11,51.900002,53.000000,49.900002,53.000000,53.000000,644104
2020-11-12,53.000000,54.900002,52.700001,53.500000,53.500000,539988
2020-11-13,50.000000,52.000000,43.299999,47.299999,47.299999,4234249
2020-11-16,47.900002,48.299999,43.500000,45.250000,45.250000,1482753
2020-11-17,45.200001,46.400002,43.599998,43.650002,43.650002,870112
2020-11-18,44.200001,46.049999,42.400002,45.000000,45.000000,1019660
2020-11-19,45.000000,47.700001,44.150002,47.200001,47.200001,882444
2020-11-20,47.500000,50.799999,47.200001,49.150002,49.150002,830778
2020-11-23,50.700001,51.400002,46.650002,47.500000,47.500000,693056
2020-11-24,47.500000,49.799999,47.400002,48.599998,48.599998,569143
2020-11-25,49.450001,49.799999,46.500000,48.200001,48.200001,671868
2020-11-26,48.400002,49.000000,47.099998,47.700001,47.700001,302530
2020-11-27,47.900002,49.400002,47.750000,48.400002,48.400002,404118
2020-11-30,48.200001,51.500000,48.000000,50.299999,50.299999,467675
2020-12-01,51.000000,52.799999,50.500000,50.700001,50.700001,442484
2020-12-02,51.000000,51.599998,47.500000,47.500000,47.500000,596961
2020-12-03,48.000000,49.000000,46.099998,46.599998,46.599998,422715
2020-12-04,46.750000,47.599998,46.299999,46.400002,46.400002,323289
2020-12-07,46.000000,47.000000,45.049999,45.500000,45.500000,464978
2020-12-08,45.700001,46.650002,45.500000,46.000000,46.000000,293208
2020-12-09,46.950001,49.000000,46.500000,47.500000,47.500000,611634
2020-12-10,48.400002,51.500000,47.900002,48.500000,48.500000,937867
2020-12-11,49.500000,49.500000,46.799999,47.500000,47.500000,488596
2020-12-14,48.000000,48.500000,47.000000,47.000000,47.000000,369567
2020-12-15,47.599998,48.349998,46.549999,47.849998,47.849998,573046
2020-12-16,47.400002,49.849998,47.349998,49.400002,49.400002,425018
2020-12-17,49.599998,53.900002,49.599998,52.599998,52.599998,1151098
2020-12-18,54.000000,63.799999,52.200001,63.000000,63.000000,4791059
2020-12-21,65.000000,67.000000,58.400002,59.400002,59.400002,2455033
2020-12-22,62.000000,64.800003,60.200001,63.000000,63.000000,2409571
2020-12-23,63.700001,64.400002,60.099998,61.000000,61.000000,1841518
2020-12-28,62.000000,64.000000,61.000000,64.000000,64.000000,696884
2020-12-29,64.400002,64.400002,60.000000,62.700001,62.700001,701411
2020-12-30,63.000000,63.799999,60.799999,60.799999,60.799999,478623
2021-01-04,61.099998,62.400002,60.200001,60.200001,60.200001,569526
2021-01-05,60.000000,61.000000,55.400002,58.900002,58.900002,680709
2021-01-06,60.200001,62.400002,59.000000,61.000000,61.000000,418627
2021-01-07,61.799999,62.000000,60.000000,60.500000,60.500000,686036
2021-01-08,61.000000,66.500000,60.000000,65.300003,65.300003,1442610
2021-01-11,67.900002,70.500000,66.199997,67.099998,67.099998,1621921
2021-01-12,68.000000,75.000000,67.500000,75.000000,75.000000,1975678
2021-01-13,76.000000,77.400002,69.900002,72.800003,72.800003,2551942
2021-01-14,73.699997,74.500000,71.000000,72.400002,72.400002,878579
2021-01-15,72.599998,73.400002,71.199997,72.800003,72.800003,503487
2021-01-18,70.000000,73.300003,68.000000,71.800003,71.800003,521276
2021-01-19,72.000000,76.000000,72.000000,75.000000,75.000000,709082
2021-01-20,75.000000,79.500000,73.599998,77.900002,77.900002,1116926
2021-01-21,79.500000,82.900002,78.199997,78.900002,78.900002,1101187
2021-01-22,78.800003,78.800003,74.699997,75.599998,75.599998,613910
2021-01-25,76.900002,76.900002,70.599998,74.900002,74.900002,1206885
2021-01-26,72.599998,72.599998,65.300003,69.500000,69.500000,2045404
2021-01-27,68.000000,71.699997,63.099998,68.300003,68.300003,987295
2021-01-28,65.900002,71.199997,60.099998,67.000000,67.000000,1584729
2021-01-29,65.199997,69.800003,64.199997,67.800003,67.800003,514899
2021-02-01,68.500000,71.400002,68.500000,69.900002,69.900002,450854
2021-02-02,70.099998,71.000000,69.500000,70.099998,70.099998,347025
2021-02-03,71.000000,72.400002,70.500000,72.000000,72.000000,506173
2021-02-04,72.199997,73.500000,71.699997,73.000000,73.000000,845298
2021-02-05,73.000000,73.000000,68.099998,70.300003,70.300003,1551765
2021-02-08,70.000000,70.099998,68.000000,69.300003,69.300003,361189
2021-02-09,69.000000,69.900002,68.099998,69.900002,69.900002,414538
2021-02-10,69.000000,69.500000,68.300003,68.900002,68.900002,554649
2021-02-11,68.500000,69.199997,67.099998,68.400002,68.400002,432245
2021-02-12,67.699997,69.000000,66.800003,68.800003,68.800003,404153
